Team,Player,Tournament,Matches,Batting Innings,Not Out,Runds Scored,Highest Score,Batting Average,Balls Faced,Batting Strike Rate,100,50,0,4s,6s,Bowling Innings,Overs Bowled,Maidens Bowled,Runs Conceded,Wickets Taken,Bowling Average,Bowling Economy Rate,Bowling Strike Rate,4+ Innings Wickets,5+ Innings Wickets,Catches Taken,Stumpings Made,Price
Royal Challengers Bangalore,SN Khan,2018,7,6,1,51,2,10.2,41,124.39,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,2,0,5000000
Kings XI Punjab,SN Khan,2019,8,5,1,180,2,45,143,125.87,0,1,0,19,4,1,0.2,0,6,0,0,18,0,0,0,0,0,5000000
Rising Pune Supergiant,SN Thakur,2017,12,3,0,0,2,0,3,0,0,0,3,0,0,12,38.1,0,315,11,28.63,8.25,20.8,0,0,4,0,20000000
Chennai Super Kings,SN Thakur,2018,13,1,1,15,2,0,5,300,0,0,0,3,0,13,46.4,1,431,16,26.93,9.23,17.5,0,0,4,0,26000000
Chennai Super Kings,SN Thakur,2019,10,3,1,14,2,7,7,200,0,0,1,1,1,9,30,0,281,8,35.12,9.36,22.5,0,0,5,0,26000000
Royal Challengers Bangalore,SO Hetmyer,2019,5,5,0,90,2,18,73,123.28,0,1,1,4,7,0,0,0,0,0,0,0,0,0,0,3,0,42000000
Sunrisers Hyderabad,SP Goswami,2018,6,3,0,52,2,17.33,40,130,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,5,0,10000000
Kolkata Knight Riders,SP Jackson,2017,4,3,1,38,2,19,31,122.58,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,2000000
Kolkata Knight Riders,SP Narine,2016,11,4,3,7,2,7,13,53.84,0,0,0,0,0,11,42.4,0,304,11,27.63,7.12,23.2,0,0,2,0,90000000
Kolkata Knight Riders,SP Narine,2017,16,14,1,224,2,17.23,130,172.3,0,1,2,34,10,15,59,0,412,10,41.2,6.98,35.4,0,0,4,0,90000000
Kolkata Knight Riders,SP Narine,2018,16,16,0,357,2,22.31,188,189.89,0,2,0,40,23,16,61,0,467,17,27.47,7.65,21.5,0,0,1,0,90000000
Kolkata Knight Riders,SP Narine,2019,12,9,1,143,2,17.87,86,166.27,0,0,0,17,9,12,44.2,1,347,10,34.7,7.82,26.6,0,0,0,0,90000000
Rising Pune Supergiants,SPD Smith,2016,8,7,1,270,2,45,176,153.4,1,0,0,27,8,0,0,0,0,0,0,0,0,0,0,2,0,40000000
Rising Pune Supergiant,SPD Smith,2017,15,15,3,472,2,39.33,387,121.96,0,3,0,38,12,0,0,0,0,0,0,0,0,0,0,7,0,40000000
Rajasthan Royals,SPD Smith,2019,12,10,2,319,2,39.87,275,116,0,3,0,30,4,0,0,0,0,0,0,0,0,0,0,3,0,30000000
Royal Challengers Bangalore,SR Watson,2016,16,15,2,179,2,13.76,134,133.58,0,0,1,14,12,16,56.3,0,485,20,24.25,8.58,16.9,1,0,6,0,95000000
Royal Challengers Bangalore,SR Watson,2017,8,7,1,71,2,11.83,78,91.02,0,0,0,6,1,8,26.5,0,245,5,49,9.13,32.2,0,0,2,0,60000000
Chennai Super Kings,SR Watson,2018,15,15,1,555,2,39.64,359,154.59,2,2,1,44,35,11,28,0,251,6,41.83,8.96,28,0,0,3,0,40000000
Chennai Super Kings,SR Watson,2019,17,17,0,398,2,23.41,312,127.56,0,3,3,42,20,0,0,0,0,0,0,0,0,0,0,6,0,40000000
Gujarat Lions,SS Agarwal,2017,1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,42,1,42,10.5,24,0,0,1,0,5000000
Delhi Daredevils,SS Iyer,2016,6,6,0,30,2,5,43,69.76,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,4,0,20000000
Delhi Daredevils,SS Iyer,2017,12,12,2,338,2,33.8,243,139.09,0,2,0,36,10,0,0,0,0,0,0,0,0,0,0,3,0,40000000
Delhi Daredevils,SS Iyer,2018,14,14,3,411,2,37.36,310,132.58,0,4,0,29,21,0,0,0,0,0,0,0,0,0,0,5,0,60000000
Delhi Capitals,SS Iyer,2019,16,16,1,463,2,30.86,386,119.94,0,3,0,41,14,0,0,0,0,0,0,0,0,0,0,8,0,80000000
Rising Pune Supergiants,SS Tiwary,2016,10,8,1,170,2,24.28,141,120.56,0,2,0,17,4,0,0,0,0,0,0,0,0,0,0,4,0,3000000
Mumbai Indians,SS Tiwary,2017,1,1,0,52,2,52,43,120.93,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000
Royal Challengers Bangalore,STR Binny,2016,14,6,2,63,2,15.75,39,161.53,0,0,0,5,4,11,17,0,134,1,134,7.88,102,0,0,3,0,20000000
Royal Challengers Bangalore,STR Binny,2017,8,7,2,78,2,15.6,76,102.63,0,0,0,6,3,4,6,0,50,4,12.5,8.33,9,0,0,1,0,20000000
Rajasthan Royals,STR Binny,2018,7,5,0,44,2,8.8,39,112.82,0,0,1,2,2,1,2,0,33,0,0,16.5,0,0,0,1,0,5000000
Rajasthan Royals,STR Binny,2019,8,5,2,70,2,23.33,40,175,0,0,1,5,4,5,7,0,44,1,44,6.28,42,0,0,0,0,5000000
Delhi Daredevils,SV Samson,2016,14,14,3,291,2,26.45,259,112.35,0,1,0,20,8,0,0,0,0,0,0,0,0,0,0,3,1,42000000
Delhi Daredevils,SV Samson,2017,14,14,0,386,2,27.57,273,141.39,1,2,2,32,19,0,0,0,0,0,0,0,0,0,0,4,0,42000000
Rajasthan Royals,SV Samson,2018,15,15,1,441,2,31.5,320,137.81,0,3,1,30,19,0,0,0,0,0,0,0,0,0,0,5,0,80000000
Rajasthan Royals,SV Samson,2019,12,12,2,342,2,34.2,230,148.69,1,0,1,28,13,0,0,0,0,0,0,0,0,0,0,4,1,80000000
Delhi Daredevils,SW Billings,2016,5,4,0,88,2,22,64,137.5,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,3000000
Delhi Daredevils,SW Billings,2017,6,6,0,138,2,23,104,132.69,0,1,1,19,1,0,0,0,0,0,0,0,0,0,0,4,0,10000000
Chennai Super Kings,SW Billings,2018,10,8,0,108,2,13.5,78,138.46,0,1,1,8,5,0,0,0,0,0,0,0,0,0,0,5,0,10000000
Chennai Super Kings,SW Billings,2019,1,1,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000
Kings XI Punjab,Swapnil Singh,2016,1,1,0,0,2,0,1,0,0,0,1,0,0,1,3,0,29,0,0,9.66,0,0,0,0,0,1000000
Kings XI Punjab,Swapnil Singh,2017,4,2,0,12,2,6,19,63.15,0,0,0,0,0,4,7,0,61,1,61,8.71,42,0,0,1,0,1000000
Kings XI Punjab,T Natarajan,2017,6,0,0,0,2,0,0,0,0,0,0,0,0,6,12.4,0,115,2,57.5,9.07,38,0,0,0,0,30000000
Royal Challengers Bangalore,T Shamsi,2016,4,0,0,0,2,0,0,0,0,0,0,0,0,4,16,0,147,3,49,9.18,32,0,0,1,0,5000000
Sunrisers Hyderabad,TA Boult,2016,1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,39,1,39,9.75,24,0,0,1,0,50000000
Kolkata Knight Riders,TA Boult,2017,6,1,1,5,2,0,8,62.5,0,0,0,0,0,6,23.5,0,216,5,43.2,9.06,28.6,0,0,0,0,22000000
Delhi Daredevils,TA Boult,2018,14,1,0,0,2,0,2,0,0,0,1,0,0,14,52.4,1,466,18,25.88,8.84,17.5,0,0,9,0,50000000
Delhi Capitals,TA Boult,2019,5,3,2,7,2,7,4,175,0,0,0,0,1,5,19,0,163,5,32.6,8.57,22.8,0,0,2,0,60000000
Gujarat Lions,Tejas Baroka,2017,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3.3,0,33,0,0,9.42,0,0,0,0,0,2000000
Mumbai Indians,TG Southee,2016,11,4,1,30,2,10,19,157.89,0,0,0,1,2,11,43,0,329,9,36.55,7.65,28.6,0,0,4,0,25000000
Mumbai Indians,TG Southee,2017,3,1,0,7,2,7,3,233.33,0,0,0,0,1,3,10,1,96,3,32,9.6,20,0,0,1,0,10000000
Royal Challengers Bangalore,TG Southee,2018,8,4,2,52,2,26,46,113.04,0,0,0,5,1,8,29,0,261,5,52.2,9,34.8,0,0,3,0,15000000
Royal Challengers Bangalore,TG Southee,2019,3,1,1,9,2,0,9,100,0,0,0,0,0,3,9,0,118,1,118,13.11,54,0,0,3,0,15000000
Kolkata Knight Riders,TK Curran,2018,5,4,1,23,2,7.66,28,82.14,0,0,0,3,0,5,10.1,0,118,6,19.66,11.6,10.1,0,0,1,0,10000000
Royal Challengers Bangalore,TM Head,2016,3,3,1,54,2,27,40,135,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5000000
Royal Challengers Bangalore,TM Head,2017,7,7,2,151,2,30.2,108,139.81,0,1,1,9,6,5,8,0,81,2,40.5,10.12,24,0,0,3,0,8500000
Royal Challengers Bangalore,TS Mills,2017,5,3,0,8,2,2.66,11,72.72,0,0,1,0,1,5,17.5,0,153,5,30.6,8.57,21.4,0,0,1,0,120000000
Mumbai Indians,UBT Chand,2016,1,1,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000
Rising Pune Supergiants,UT Khawaja,2016,6,6,0,127,2,21.16,100,127,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,1,0,20000000
Kolkata Knight Riders,UT Yadav,2016,9,2,1,9,2,9,5,180,0,0,0,0,1,9,26,0,234,10,23.4,9,15.6,0,0,1,0,20000000
Kolkata Knight Riders,UT Yadav,2017,14,4,4,10,2,0,13,76.92,0,0,0,0,0,14,48.3,0,410,17,24.11,8.45,17.1,1,0,4,0,20000000
Royal Challengers Bangalore,UT Yadav,2018,14,5,1,3,2,0.75,11,27.27,0,0,2,0,0,14,53.1,1,418,20,20.9,7.86,15.9,0,0,2,0,42000000
Royal Challengers Bangalore,UT Yadav,2019,11,7,5,25,2,12.5,25,100,0,0,0,3,1,11,37.5,0,371,8,46.37,9.8,28.3,0,0,4,0,20000000
Royal Challengers Bangalore,V Kohli,2016,16,16,4,973,2,81.08,640,152.03,4,7,1,83,38,1,1,0,13,0,0,13,0,0,0,6,0,170000000
Royal Challengers Bangalore,V Kohli,2017,10,10,0,308,2,30.8,252,122.22,0,4,1,23,11,0,0,0,0,0,0,0,0,0,0,5,0,170000000
Royal Challengers Bangalore,V Kohli,2018,14,14,3,530,2,48.18,381,139.1,0,4,0,52,18,0,0,0,0,0,0,0,0,0,0,8,0,170000000
Royal Challengers Bangalore,V Kohli,2019,14,14,0,464,2,33.14,328,141.46,1,2,0,46,13,0,0,0,0,0,0,0,0,0,0,5,0,170000000
Sunrisers Hyderabad,V Shankar,2017,4,4,2,101,2,50.5,75,134.66,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,32000000
Delhi Daredevils,V Shankar,2018,13,11,7,212,2,53,148,143.24,0,1,0,11,11,4,5,0,58,1,58,11.6,30,0,0,6,0,20000000
Sunrisers Hyderabad,V Shankar,2019,15,14,2,244,2,20.33,193,126.42,0,0,0,11,12,5,8,0,70,1,70,8.75,48,0,0,10,0,14000000
Royal Challengers Bangalore,Vishnu Vinod,2017,3,3,0,19,2,6.33,26,73.07,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2000000
Royal Challengers Bangalore,VR Aaron,2016,8,1,1,0,2,0,0,0,0,0,0,0,0,8,23.4,0,227,2,113.5,9.59,71,0,0,0,0,28000000
Kings XI Punjab,VR Aaron,2017,6,2,1,4,2,4,10,40,0,0,0,0,0,6,20,0,163,7,23.28,8.15,17.1,0,0,0,0,20000000
Rajasthan Royals,VR Aaron,2019,5,1,1,3,2,0,7,42.85,0,0,0,0,0,5,12,1,116,4,29,9.66,18,0,0,1,0,24000000
Rising Pune Supergiant,Washington Sundar,2017,11,5,4,9,2,9,12,75,0,0,1,0,0,10,30,0,185,8,23.12,6.16,22.5,0,0,5,0,32000000
Royal Challengers Bangalore,Washington Sundar,2018,7,6,3,65,2,21.66,38,171.05,0,0,0,5,4,7,20,0,192,4,48,9.6,30,0,0,0,0,40000000
Royal Challengers Bangalore,Washington Sundar,2019,3,2,0,1,2,0.5,3,33.33,0,0,1,0,0,3,9,0,74,4,18.5,8.22,13.5,0,0,2,0,50000000
Kings XI Punjab,WP Saha,2016,12,12,1,270,2,24.54,212,127.35,0,2,0,29,1,0,0,0,0,0,0,0,0,0,0,7,3,40000000
Kings XI Punjab,WP Saha,2017,14,11,1,234,2,23.4,187,125.13,0,1,1,20,8,0,0,0,0,0,0,0,0,0,0,10,2,50000000
Sunrisers Hyderabad,WP Saha,2018,11,10,2,122,2,15.25,102,119.6,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,5,1,50000000
Sunrisers Hyderabad,WP Saha,2019,5,5,0,86,2,17.2,53,162.26,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,3,1,12000000
Kolkata Knight Riders,Y Prithvi Raj,2019,2,1,1,0,2,0,1,0,0,0,0,0,0,2,5,0,57,1,57,11.4,30,0,0,0,0,2000000
Kolkata Knight Riders,YK Pathan,2016,15,13,8,361,2,72.2,248,145.56,0,3,0,33,13,4,6,0,33,1,33,5.5,36,0,0,3,0,30000000
Kolkata Knight Riders,YK Pathan,2017,15,11,3,143,2,17.87,115,124.34,0,1,1,9,6,4,4,0,41,1,41,10.25,24,0,0,2,0,20000000
Sunrisers Hyderabad,YK Pathan,2018,15,13,4,260,2,28.88,200,130,0,0,0,22,11,1,2,0,14,1,14,7,12,0,0,3,0,19000000
Sunrisers Hyderabad,YK Pathan,2019,10,8,5,40,2,13.33,45,88.88,0,0,1,1,1,1,1,0,8,0,0,8,0,0,0,1,0,18000000
Royal Challengers Bangalore,YS Chahal,2016,13,0,0,0,2,0,0,0,0,0,0,0,0,13,49.1,0,401,21,19.09,8.15,14,1,0,4,0,50000000
Royal Challengers Bangalore,YS Chahal,2017,13,6,3,13,2,4.33,26,50,0,0,1,0,0,13,43.3,0,333,14,23.78,7.65,18.6,0,0,3,0,50000000
Royal Challengers Bangalore,YS Chahal,2018,14,1,1,0,2,0,4,0,0,0,0,0,0,14,50,1,363,12,30.25,7.26,25,0,0,2,0,60000000
Royal Challengers Bangalore,YS Chahal,2019,14,3,1,6,2,3,16,37.5,0,0,0,0,0,14,49.2,1,386,18,21.44,7.82,16.4,1,0,3,0,60000000
Sunrisers Hyderabad,Yuvraj Singh,2016,10,10,1,236,2,26.22,179,131.84,0,0,0,22,13,5,6.1,0,52,0,0,8.43,0,0,0,1,0,70000000
Sunrisers Hyderabad,Yuvraj Singh,2017,12,11,2,252,2,28,177,142.37,0,2,1,30,8,2,2,0,22,1,22,11,12,0,0,3,0,50000000
Kings XI Punjab,Yuvraj Singh,2018,8,6,0,65,2,10.83,73,89.04,0,0,0,6,2,2,2,0,23,0,0,11.5,0,0,0,1,0,20000000
Mumbai Indians,Yuvraj Singh,2019,4,4,0,98,2,24.5,75,130.66,0,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,10000000
Delhi Daredevils,Z Khan,2016,12,2,0,6,2,3,13,46.15,0,0,0,1,0,12,43.4,1,337,10,33.7,7.71,26.2,0,0,0,0,40000000
Delhi Daredevils,Z Khan,2017,11,3,2,4,2,4,13,30.76,0,0,0,0,0,11,40.1,0,313,10,31.3,7.79,24.1,0,0,4,0,20000000
