pkey,created_on,last_updated_on,version,balls,fours,innings,maidens,no_balls,position,runs_0,runs,sixes,status,wickets,wide_balls,match_pkey,player_pkey
10064,"2021-02-15 00:23:17",NULL,0,24,NULL,2,0,0,3,14,16,NULL,NULL,2,0,952,531
10065,"2021-02-15 00:23:17",NULL,0,24,NULL,2,0,0,4,9,23,NULL,NULL,1,0,952,63
10066,"2021-02-15 00:23:17",NULL,0,18,NULL,2,0,0,5,2,38,NULL,NULL,1,0,952,874
10067,"2021-02-15 00:23:17",NULL,0,6,NULL,2,0,0,6,1,11,NULL,NULL,0,0,952,1011
10068,"2021-02-15 00:23:19",NULL,0,18,NULL,1,0,0,1,4,41,NULL,NULL,0,0,953,1130
10069,"2021-02-15 00:23:19",NULL,0,24,NULL,1,0,0,2,7,24,NULL,NULL,1,0,953,225
10070,"2021-02-15 00:23:19",NULL,0,24,NULL,1,0,0,3,6,40,NULL,NULL,2,0,953,1135
10071,"2021-02-15 00:23:19",NULL,0,24,NULL,1,0,0,4,7,28,NULL,NULL,1,2,953,994
10072,"2021-02-15 00:23:19",NULL,0,18,NULL,1,0,0,5,6,23,NULL,NULL,1,0,953,921
10073,"2021-02-15 00:23:19",NULL,0,12,NULL,1,0,0,6,4,16,NULL,NULL,1,0,953,273
10074,"2021-02-15 00:23:19",NULL,0,24,NULL,2,0,2,1,6,36,NULL,NULL,1,0,953,100
10075,"2021-02-15 00:23:19",NULL,0,24,NULL,2,0,0,2,6,24,NULL,NULL,1,0,953,75
10076,"2021-02-15 00:23:19",NULL,0,24,NULL,2,0,1,3,12,28,NULL,NULL,2,1,953,152
10077,"2021-02-15 00:23:19",NULL,0,24,NULL,2,0,1,4,8,34,NULL,NULL,1,0,953,1241
10078,"2021-02-15 00:23:19",NULL,0,24,NULL,2,0,0,5,5,27,NULL,NULL,1,1,953,1224
10079,"2021-02-15 00:23:21",NULL,0,24,NULL,1,0,0,1,5,47,NULL,NULL,1,0,954,625
10080,"2021-02-15 00:23:21",NULL,0,24,NULL,1,0,0,2,6,34,NULL,NULL,1,1,954,1210
10081,"2021-02-15 00:23:21",NULL,0,12,NULL,1,0,0,3,7,13,NULL,NULL,0,0,954,1213
10082,"2021-02-15 00:23:21",NULL,0,6,NULL,1,0,0,4,1,11,NULL,NULL,1,0,954,1212
10083,"2021-02-15 00:23:21",NULL,0,24,NULL,1,0,0,5,5,43,NULL,NULL,2,1,954,1203
10084,"2021-02-15 00:23:21",NULL,0,18,NULL,1,0,0,6,4,27,NULL,NULL,0,0,954,1266
10085,"2021-02-15 00:23:21",NULL,0,12,NULL,1,0,0,7,1,18,NULL,NULL,0,0,954,1202
10086,"2021-02-15 00:23:21",NULL,0,24,NULL,2,0,0,1,7,38,NULL,NULL,0,0,954,1155
10087,"2021-02-15 00:23:21",NULL,0,18,NULL,2,0,0,2,5,16,NULL,NULL,1,0,954,422
10088,"2021-02-15 00:23:21",NULL,0,24,NULL,2,0,0,3,5,41,NULL,NULL,0,1,954,384
10089,"2021-02-15 00:23:21",NULL,0,24,NULL,2,0,1,4,8,30,NULL,NULL,5,1,954,55
10090,"2021-02-15 00:23:21",NULL,0,18,NULL,2,0,1,5,4,24,NULL,NULL,0,0,954,257
10091,"2021-02-15 00:23:21",NULL,0,12,NULL,2,0,0,6,1,17,NULL,NULL,0,0,954,841
10092,"2021-02-15 00:23:24",NULL,0,6,NULL,1,0,0,1,2,10,NULL,NULL,1,0,955,1154
10093,"2021-02-15 00:23:24",NULL,0,12,NULL,1,0,0,2,5,19,NULL,NULL,1,1,955,422
10094,"2021-02-15 00:23:24",NULL,0,18,NULL,1,0,0,3,2,40,NULL,NULL,1,3,955,55
10095,"2021-02-15 00:23:24",NULL,0,12,NULL,1,0,0,4,2,30,NULL,NULL,0,0,955,384
10096,"2021-02-15 00:23:24",NULL,0,6,NULL,1,0,0,5,0,15,NULL,NULL,0,0,955,1267
10097,"2021-02-15 00:23:24",NULL,0,12,NULL,1,0,0,6,2,11,NULL,NULL,0,0,955,841
10098,"2021-02-15 00:23:24",NULL,0,12,NULL,2,0,1,1,3,31,NULL,NULL,1,3,955,599
10099,"2021-02-15 00:23:24",NULL,0,18,NULL,2,0,0,2,7,22,NULL,NULL,2,1,955,610
10100,"2021-02-15 00:23:24",NULL,0,12,NULL,2,0,0,3,6,16,NULL,NULL,1,0,955,600
10101,"2021-02-15 00:23:24",NULL,0,12,NULL,2,0,0,4,1,18,NULL,NULL,1,0,955,611
10102,"2021-02-15 00:23:24",NULL,0,12,NULL,2,0,0,5,4,17,NULL,NULL,1,0,955,601
10103,"2021-02-15 00:23:26",NULL,0,18,NULL,1,0,0,1,10,26,NULL,NULL,2,1,957,1151
10104,"2021-02-15 00:23:26",NULL,0,24,NULL,1,0,0,2,5,41,NULL,NULL,2,1,957,1041
10105,"2021-02-15 00:23:26",NULL,0,24,NULL,1,0,1,3,9,38,NULL,NULL,2,0,957,489
10106,"2021-02-15 00:23:26",NULL,0,24,NULL,1,0,0,4,2,37,NULL,NULL,0,1,957,1157
10107,"2021-02-15 00:23:26",NULL,0,12,NULL,1,0,0,5,2,12,NULL,NULL,0,0,957,537
10108,"2021-02-15 00:23:26",NULL,0,18,NULL,1,0,0,6,3,27,NULL,NULL,0,0,957,1152
10109,"2021-02-15 00:23:26",NULL,0,13,NULL,2,0,0,1,2,37,NULL,NULL,0,0,957,1187
10110,"2021-02-15 00:23:26",NULL,0,18,NULL,2,0,0,2,3,50,NULL,NULL,0,1,957,1178
10111,"2021-02-15 00:23:26",NULL,0,18,NULL,2,0,0,3,7,37,NULL,NULL,1,3,957,1183
10112,"2021-02-15 00:23:26",NULL,0,12,NULL,2,0,0,4,3,30,NULL,NULL,0,1,957,1180
10113,"2021-02-15 00:23:26",NULL,0,6,NULL,2,0,0,5,1,19,NULL,NULL,0,0,957,282
10114,"2021-02-15 00:23:26",NULL,0,6,NULL,2,0,0,6,1,9,NULL,NULL,0,0,957,1176
10115,"2021-02-15 00:23:27",NULL,0,24,NULL,1,0,0,1,7,27,NULL,NULL,1,0,958,1057
10116,"2021-02-15 00:23:27",NULL,0,18,NULL,1,0,0,2,3,40,NULL,NULL,0,0,958,1016
10117,"2021-02-15 00:23:27",NULL,0,24,NULL,1,0,2,3,12,31,NULL,NULL,1,0,958,700
10118,"2021-02-15 00:23:27",NULL,0,24,NULL,1,0,1,4,8,30,NULL,NULL,3,1,958,496
10119,"2021-02-15 00:23:27",NULL,0,18,NULL,1,0,0,5,4,40,NULL,NULL,0,0,958,473
10120,"2021-02-15 00:23:27",NULL,0,12,NULL,1,0,0,6,2,14,NULL,NULL,1,1,958,1227
10121,"2021-02-15 00:23:27",NULL,0,18,NULL,2,0,1,1,8,26,NULL,NULL,1,4,958,507
10122,"2021-02-15 00:23:27",NULL,0,18,NULL,2,0,1,2,7,24,NULL,NULL,1,0,958,1196
10123,"2021-02-15 00:23:27",NULL,0,24,NULL,2,0,0,3,10,32,NULL,NULL,1,0,958,63
10124,"2021-02-15 00:23:27",NULL,0,24,NULL,2,0,0,4,10,27,NULL,NULL,1,0,958,531
10125,"2021-02-15 00:23:27",NULL,0,12,NULL,2,0,0,5,3,22,NULL,NULL,0,0,958,874
10126,"2021-02-15 00:23:27",NULL,0,24,NULL,2,0,0,6,4,38,NULL,NULL,0,1,958,1011
10127,"2021-02-15 00:23:30",NULL,0,12,NULL,1,1,0,1,9,8,NULL,NULL,1,0,961,100
10128,"2021-02-15 00:23:30",NULL,0,12,NULL,1,0,0,2,6,10,NULL,NULL,2,0,961,152
10129,"2021-02-15 00:23:30",NULL,0,12,NULL,1,0,0,3,1,20,NULL,NULL,0,0,961,1241
10130,"2021-02-15 00:23:30",NULL,0,6,NULL,1,0,0,4,1,12,NULL,NULL,1,1,961,75
10131,"2021-02-15 00:23:30",NULL,0,12,NULL,2,0,0,1,5,22,NULL,NULL,1,1,961,36
10132,"2021-02-15 00:23:30",NULL,0,6,NULL,2,0,0,2,1,11,NULL,NULL,0,0,961,233
10133,"2021-02-15 00:23:30",NULL,0,6,NULL,2,0,0,3,1,21,NULL,NULL,0,0,961,1199
10134,"2021-02-15 00:23:31",NULL,0,12,NULL,1,0,0,1,6,20,NULL,NULL,1,2,962,1151
10135,"2021-02-15 00:23:31",NULL,0,24,NULL,1,0,0,2,9,33,NULL,NULL,0,0,962,1041
10136,"2021-02-15 00:23:31",NULL,0,24,NULL,1,0,0,3,10,28,NULL,NULL,1,0,962,489
10137,"2021-02-15 00:23:31",NULL,0,18,NULL,1,0,0,4,3,28,NULL,NULL,0,0,962,1157
10138,"2021-02-15 00:23:31",NULL,0,24,NULL,1,0,0,5,11,15,NULL,NULL,0,0,962,537
10139,"2021-02-15 00:23:31",NULL,0,18,NULL,1,0,1,6,4,25,NULL,NULL,2,0,962,1152
10140,"2021-02-15 00:23:31",NULL,0,6,NULL,2,0,0,1,2,10,NULL,NULL,0,0,962,1205
10141,"2021-02-15 00:23:31",NULL,0,24,NULL,2,0,0,2,13,17,NULL,NULL,2,0,962,1210
10142,"2021-02-15 00:23:31",NULL,0,18,NULL,2,0,0,3,8,26,NULL,NULL,2,1,962,1212
10143,"2021-02-15 00:23:31",NULL,0,18,NULL,2,0,0,4,4,35,NULL,NULL,1,1,962,1202
10144,"2021-02-15 00:23:31",NULL,0,24,NULL,2,0,0,5,6,39,NULL,NULL,0,1,962,1266
10145,"2021-02-15 00:23:31",NULL,0,24,NULL,2,0,0,6,10,30,NULL,NULL,2,0,962,625
10146,"2021-02-15 00:23:33",NULL,0,12,NULL,1,0,1,1,5,15,NULL,NULL,0,0,963,1176
10147,"2021-02-15 00:23:33",NULL,0,18,NULL,1,0,0,2,5,24,NULL,NULL,1,0,963,1183
10148,"2021-02-15 00:23:33",NULL,0,18,NULL,1,0,0,3,5,21,NULL,NULL,1,0,963,1178
10149,"2021-02-15 00:23:33",NULL,0,24,NULL,1,0,2,4,5,31,NULL,NULL,1,1,963,1180
10150,"2021-02-15 00:23:33",NULL,0,24,NULL,1,0,0,5,6,24,NULL,NULL,1,0,963,1187
10151,"2021-02-15 00:23:33",NULL,0,24,NULL,1,0,0,6,8,23,NULL,NULL,2,0,963,282
10152,"2021-02-15 00:23:33",NULL,0,16,NULL,2,0,0,1,4,29,NULL,NULL,0,0,963,610
10153,"2021-02-15 00:23:33",NULL,0,18,NULL,2,0,1,2,9,23,NULL,NULL,0,0,963,599
10154,"2021-02-15 00:23:33",NULL,0,12,NULL,2,0,0,3,1,33,NULL,NULL,0,0,963,600
10155,"2021-02-15 00:23:33",NULL,0,24,NULL,2,0,0,4,8,36,NULL,NULL,2,0,963,611
10156,"2021-02-15 00:23:33",NULL,0,6,NULL,2,0,0,5,1,13,NULL,NULL,0,0,963,601
10157,"2021-02-15 00:23:33",NULL,0,12,NULL,2,0,0,6,10,9,NULL,NULL,0,0,963,613
10158,"2021-02-15 00:23:34",NULL,0,24,NULL,1,0,1,1,5,45,NULL,NULL,1,0,964,506
10159,"2021-02-15 00:23:34",NULL,0,24,NULL,1,0,0,2,12,25,NULL,NULL,0,5,964,193
10160,"2021-02-15 00:23:34",NULL,0,18,NULL,1,0,0,3,3,47,NULL,NULL,0,0,964,1133
10161,"2021-02-15 00:23:34",NULL,0,24,NULL,1,0,0,4,9,40,NULL,NULL,2,0,964,1121
10162,"2021-02-15 00:23:34",NULL,0,18,NULL,1,0,0,5,5,22,NULL,NULL,1,2,964,1131
10163,"2021-02-15 00:23:34",NULL,0,12,NULL,1,0,0,6,1,23,NULL,NULL,0,0,964,331
10164,"2021-02-15 00:23:34",NULL,0,24,NULL,2,0,1,1,5,41,NULL,NULL,0,2,964,100
10165,"2021-02-15 00:23:34",NULL,0,24,NULL,2,0,0,2,9,32,NULL,NULL,2,2,964,75
10166,"2021-02-15 00:23:34",NULL,0,24,NULL,2,0,0,3,12,32,NULL,NULL,3,0,964,152
10167,"2021-02-15 00:23:34",NULL,0,24,NULL,2,0,1,4,5,36,NULL,NULL,0,1,964,1241
10168,"2021-02-15 00:23:34",NULL,0,18,NULL,2,0,1,5,5,23,NULL,NULL,1,1,964,1224
10169,"2021-02-15 00:23:34",NULL,0,6,NULL,2,0,0,6,2,10,NULL,NULL,0,0,964,1218
10170,"2021-02-15 00:23:36",NULL,0,24,NULL,1,0,0,1,7,31,NULL,NULL,1,0,965,1161
10171,"2021-02-15 00:23:36",NULL,0,6,NULL,1,0,0,2,2,13,NULL,NULL,0,0,965,1255
10172,"2021-02-15 00:23:36",NULL,0,18,NULL,1,0,0,3,3,29,NULL,NULL,1,0,965,1162
10173,"2021-02-15 00:23:36",NULL,0,24,NULL,1,0,0,4,9,26,NULL,NULL,0,0,965,179
10174,"2021-02-15 00:23:36",NULL,0,24,NULL,1,0,0,5,7,39,NULL,NULL,1,1,965,869
10175,"2021-02-15 00:23:36",NULL,0,24,NULL,1,0,0,6,6,32,NULL,NULL,1,0,965,1163
10176,"2021-02-15 00:23:36",NULL,0,18,NULL,2,0,0,1,6,12,NULL,NULL,4,0,965,1147
10177,"2021-02-15 00:23:36",NULL,0,24,NULL,2,0,0,2,8,41,NULL,NULL,1,2,965,1261
10178,"2021-02-15 00:23:36",NULL,0,24,NULL,2,0,0,3,7,45,NULL,NULL,1,1,965,1003
10179,"2021-02-15 00:23:36",NULL,0,18,NULL,2,0,0,4,7,25,NULL,NULL,1,0,965,1148
10180,"2021-02-15 00:23:36",NULL,0,24,NULL,2,0,0,5,4,33,NULL,NULL,0,0,965,1140
10181,"2021-02-15 00:23:36",NULL,0,6,NULL,2,0,0,6,2,7,NULL,NULL,0,0,965,1150
10182,"2021-02-15 00:23:36",NULL,0,6,NULL,2,0,0,7,1,8,NULL,NULL,0,0,965,124
10183,"2021-02-15 00:23:38",NULL,0,18,NULL,1,0,0,1,8,18,NULL,NULL,2,1,966,1191
10184,"2021-02-15 00:23:38",NULL,0,16,NULL,1,0,0,2,6,27,NULL,NULL,1,1,966,997
10185,"2021-02-15 00:23:38",NULL,0,18,NULL,1,0,0,3,7,32,NULL,NULL,1,0,966,113
10186,"2021-02-15 00:23:38",NULL,0,24,NULL,1,0,0,4,10,31,NULL,NULL,2,0,966,471
10187,"2021-02-15 00:23:38",NULL,0,24,NULL,1,0,0,5,8,24,NULL,NULL,3,0,966,478
10188,"2021-02-15 00:23:38",NULL,0,18,NULL,2,0,0,1,8,16,NULL,NULL,1,0,966,569
10189,"2021-02-15 00:23:38",NULL,0,18,NULL,2,0,0,2,4,29,NULL,NULL,0,0,966,1135
10190,"2021-02-15 00:23:38",NULL,0,6,NULL,2,0,0,3,2,12,NULL,NULL,0,0,966,1130
10191,"2021-02-15 00:23:38",NULL,0,24,NULL,2,0,0,4,8,40,NULL,NULL,0,0,966,225
10192,"2021-02-15 00:23:38",NULL,0,22,NULL,2,0,0,5,7,31,NULL,NULL,2,3,966,994
10193,"2021-02-15 00:23:38",NULL,0,6,NULL,2,0,0,6,4,5,NULL,NULL,0,0,966,1268
10194,"2021-02-15 00:23:40",NULL,0,24,NULL,1,0,0,1,6,34,NULL,NULL,2,2,967,1057
10195,"2021-02-15 00:23:40",NULL,0,18,NULL,1,0,0,2,6,27,NULL,NULL,1,0,967,700
10196,"2021-02-15 00:23:40",NULL,0,24,NULL,1,0,0,3,7,45,NULL,NULL,0,1,967,473
10197,"2021-02-15 00:23:40",NULL,0,24,NULL,1,0,0,4,5,43,NULL,NULL,0,1,967,1149
10198,"2021-02-15 00:23:40",NULL,0,24,NULL,1,0,0,5,5,35,NULL,NULL,0,0,967,1016
10199,"2021-02-15 00:23:40",NULL,0,6,NULL,1,0,0,6,1,15,NULL,NULL,0,0,967,1227
10200,"2021-02-15 00:23:40",NULL,0,18,NULL,2,0,1,1,7,30,NULL,NULL,0,0,967,184
10201,"2021-02-15 00:23:40",NULL,0,22,NULL,2,0,0,2,6,48,NULL,NULL,0,0,967,233
10202,"2021-02-15 00:23:40",NULL,0,18,NULL,2,0,0,3,3,41,NULL,NULL,0,3,967,1200
10203,"2021-02-15 00:23:40",NULL,0,24,NULL,2,0,0,4,9,31,NULL,NULL,1,0,967,36
10204,"2021-02-15 00:23:40",NULL,0,24,NULL,2,0,0,5,6,44,NULL,NULL,1,1,967,1198
10205,"2021-02-15 00:23:40",NULL,0,6,NULL,2,0,0,6,1,12,NULL,NULL,0,1,967,1199
10206,"2021-02-15 00:23:42",NULL,0,24,NULL,1,0,0,1,12,34,NULL,NULL,2,3,968,1151
10207,"2021-02-15 00:23:42",NULL,0,24,NULL,1,0,0,2,11,36,NULL,NULL,1,0,968,1041
10208,"2021-02-15 00:23:42",NULL,0,24,NULL,1,0,0,3,8,41,NULL,NULL,2,0,968,489
10209,"2021-02-15 00:23:42",NULL,0,24,NULL,1,0,0,4,4,36,NULL,NULL,0,2,968,1157
10210,"2021-02-15 00:23:42",NULL,0,12,NULL,1,0,0,5,2,16,NULL,NULL,0,0,968,537
10211,"2021-02-15 00:23:42",NULL,0,12,NULL,1,0,0,6,5,12,NULL,NULL,2,0,968,1271
10212,"2021-02-15 00:23:42",NULL,0,21,NULL,2,0,0,1,10,30,NULL,NULL,1,1,968,13
10213,"2021-02-15 00:23:42",NULL,0,24,NULL,2,0,0,2,6,34,NULL,NULL,1,1,968,572
10214,"2021-02-15 00:23:42",NULL,0,18,NULL,2,0,0,3,9,29,NULL,NULL,2,2,968,989
10215,"2021-02-15 00:23:42",NULL,0,12,NULL,2,0,0,4,3,27,NULL,NULL,0,2,968,1272
10216,"2021-02-15 00:23:42",NULL,0,18,NULL,2,0,0,5,2,37,NULL,NULL,0,0,968,1201
10217,"2021-02-15 00:23:42",NULL,0,12,NULL,2,0,0,6,4,18,NULL,NULL,1,2,968,1101
10218,"2021-02-15 00:23:44",NULL,0,24,NULL,1,0,0,1,8,33,NULL,NULL,1,1,969,966
10219,"2021-02-15 00:23:44",NULL,0,24,NULL,1,0,0,2,11,29,NULL,NULL,1,0,969,508
10220,"2021-02-15 00:23:44",NULL,0,24,NULL,1,0,0,3,10,33,NULL,NULL,1,0,969,1244
10221,"2021-02-15 00:23:44",NULL,0,24,NULL,1,0,0,4,7,41,NULL,NULL,1,0,969,380
10222,"2021-02-15 00:23:44",NULL,0,18,NULL,1,0,0,5,6,29,NULL,NULL,0,0,969,1251
10223,"2021-02-15 00:23:44",NULL,0,6,NULL,1,0,0,6,1,16,NULL,NULL,0,0,969,1252
10224,"2021-02-15 00:23:44",NULL,0,15,NULL,2,0,0,1,6,16,NULL,NULL,3,0,969,1154
10225,"2021-02-15 00:23:44",NULL,0,24,NULL,2,1,0,2,16,14,NULL,NULL,3,0,969,1155
10226,"2021-02-15 00:23:44",NULL,0,24,NULL,2,0,0,3,6,21,NULL,NULL,2,0,969,422
10227,"2021-02-15 00:23:44",NULL,0,24,NULL,2,0,0,4,8,28,NULL,NULL,1,0,969,841
10228,"2021-02-15 00:23:44",NULL,0,18,NULL,2,0,1,5,6,31,NULL,NULL,1,0,969,55
10229,"2021-02-15 00:23:45",NULL,0,6,NULL,1,0,0,1,1,9,NULL,NULL,0,0,970,1167
10230,"2021-02-15 00:23:45",NULL,0,12,NULL,1,0,0,2,5,17,NULL,NULL,1,0,970,494
10231,"2021-02-15 00:23:45",NULL,0,18,NULL,1,0,0,3,9,20,NULL,NULL,2,1,970,836
10232,"2021-02-15 00:23:45",NULL,0,23,NULL,1,0,0,4,6,26,NULL,NULL,1,1,970,466
10233,"2021-02-15 00:23:45",NULL,0,18,NULL,1,0,0,5,5,21,NULL,NULL,2,0,970,172
10234,"2021-02-15 00:23:45",NULL,0,18,NULL,1,0,0,6,5,15,NULL,NULL,0,0,970,214
10235,"2021-02-15 00:23:45",NULL,0,24,NULL,1,0,0,7,4,30,NULL,NULL,4,0,970,502
10236,"2021-02-15 00:23:45",NULL,0,24,NULL,2,0,0,1,11,24,NULL,NULL,1,0,970,1187
10237,"2021-02-15 00:23:45",NULL,0,18,NULL,2,1,0,2,9,21,NULL,NULL,0,0,970,1183
10238,"2021-02-15 00:23:45",NULL,0,18,NULL,2,0,1,3,3,35,NULL,NULL,1,0,970,1178
10239,"2021-02-15 00:23:45",NULL,0,23,NULL,2,0,0,4,7,29,NULL,NULL,1,0,970,1180
10240,"2021-02-15 00:23:45",NULL,0,24,NULL,2,0,0,5,5,27,NULL,NULL,2,0,970,282
10241,"2021-02-15 00:23:45",NULL,0,6,NULL,2,0,0,6,3,3,NULL,NULL,0,0,970,1177
10242,"2021-02-15 00:23:46",NULL,0,24,NULL,1,0,0,1,10,30,NULL,NULL,0,0,971,1161
10243,"2021-02-15 00:23:46",NULL,0,24,NULL,1,0,0,2,6,45,NULL,NULL,0,1,971,1162
10244,"2021-02-15 00:23:46",NULL,0,24,NULL,1,0,0,3,6,50,NULL,NULL,1,1,971,179
10245,"2021-02-15 00:23:46",NULL,0,24,NULL,1,0,0,4,11,13,NULL,NULL,2,0,971,869
10246,"2021-02-15 00:23:46",NULL,0,18,NULL,1,0,0,5,1,55,NULL,NULL,0,3,971,1163
10247,"2021-02-15 00:23:46",NULL,0,6,NULL,1,0,0,6,0,12,NULL,NULL,0,0,971,1255
10248,"2021-02-15 00:23:46",NULL,0,24,NULL,2,0,0,1,8,33,NULL,NULL,0,1,971,569
10249,"2021-02-15 00:23:46",NULL,0,18,NULL,2,0,0,2,5,31,NULL,NULL,1,0,971,1130
10250,"2021-02-15 00:23:46",NULL,0,24,NULL,2,0,0,3,7,31,NULL,NULL,2,0,971,225
10251,"2021-02-15 00:23:46",NULL,0,24,NULL,2,0,0,4,9,23,NULL,NULL,1,1,971,1269
10252,"2021-02-15 00:23:46",NULL,0,18,NULL,2,0,0,5,5,29,NULL,NULL,1,0,971,994
10253,"2021-02-15 00:23:46",NULL,0,6,NULL,2,0,0,6,1,13,NULL,NULL,0,1,971,1268
10254,"2021-02-15 00:23:46",NULL,0,6,NULL,2,0,1,7,0,19,NULL,NULL,0,0,971,273
10255,"2021-02-15 00:23:48",NULL,0,18,NULL,1,0,0,1,5,21,NULL,NULL,0,0,972,874
10256,"2021-02-15 00:23:48",NULL,0,24,NULL,1,0,0,2,11,28,NULL,NULL,1,0,972,178
10257,"2021-02-15 00:23:48",NULL,0,24,NULL,1,0,0,3,5,40,NULL,NULL,2,0,972,209
10258,"2021-02-15 00:23:48",NULL,0,24,NULL,1,0,0,4,11,23,NULL,NULL,3,1,972,531
10259,"2021-02-15 00:23:48",NULL,0,24,NULL,1,0,0,5,7,34,NULL,NULL,1,0,972,63
10260,"2021-02-15 00:23:48",NULL,0,6,NULL,1,0,0,6,1,8,NULL,NULL,1,0,972,1011
10261,"2021-02-15 00:23:48",NULL,0,19,NULL,2,0,0,1,4,30,NULL,NULL,0,0,972,1224
10262,"2021-02-15 00:23:48",NULL,0,18,NULL,2,0,0,2,5,27,NULL,NULL,1,0,972,100
10263,"2021-02-15 00:23:48",NULL,0,18,NULL,2,0,1,3,6,34,NULL,NULL,0,0,972,1241
10264,"2021-02-15 00:23:48",NULL,0,24,NULL,2,0,0,4,8,39,NULL,NULL,0,1,972,152
10265,"2021-02-15 00:23:48",NULL,0,12,NULL,2,0,0,5,1,17,NULL,NULL,0,0,972,75
10266,"2021-02-15 00:23:48",NULL,0,5,NULL,2,0,0,6,1,10,NULL,NULL,0,2,972,1218
10267,"2021-02-15 00:23:49",NULL,0,24,NULL,1,0,0,1,4,31,NULL,NULL,1,0,973,1147
10268,"2021-02-15 00:23:49",NULL,0,24,NULL,1,0,0,2,10,24,NULL,NULL,2,1,973,1003
10269,"2021-02-15 00:23:49",NULL,0,18,NULL,1,0,0,3,8,15,NULL,NULL,1,1,973,1261
10270,"2021-02-15 00:23:49",NULL,0,24,NULL,1,0,0,4,6,34,NULL,NULL,2,3,973,1140
10271,"2021-02-15 00:23:49",NULL,0,24,NULL,1,0,0,5,10,15,NULL,NULL,1,0,973,556
10272,"2021-02-15 00:23:49",NULL,0,6,NULL,1,0,0,6,2,8,NULL,NULL,0,0,973,1148
10273,"2021-02-15 00:23:49",NULL,0,18,NULL,2,1,0,1,13,10,NULL,NULL,1,0,973,1191
10274,"2021-02-15 00:23:49",NULL,0,12,NULL,2,0,0,2,4,16,NULL,NULL,1,1,973,997
10275,"2021-02-15 00:23:49",NULL,0,18,NULL,2,0,0,3,8,21,NULL,NULL,2,1,973,113
10276,"2021-02-15 00:23:49",NULL,0,21,NULL,2,0,0,4,10,11,NULL,NULL,3,0,973,471
10277,"2021-02-15 00:23:49",NULL,0,24,NULL,2,0,0,5,9,22,NULL,NULL,3,0,973,478
10278,"2021-02-15 00:23:51",NULL,0,24,NULL,1,0,0,1,12,17,NULL,NULL,3,0,974,1210
10279,"2021-02-15 00:23:51",NULL,0,24,NULL,1,0,1,2,9,33,NULL,NULL,1,0,974,329
10280,"2021-02-15 00:23:51",NULL,0,6,NULL,1,0,0,3,2,13,NULL,NULL,0,0,974,1202
10281,"2021-02-15 00:23:51",NULL,0,18,NULL,1,0,0,4,0,38,NULL,NULL,0,0,974,1212
10282,"2021-02-15 00:23:51",NULL,0,18,NULL,1,0,0,5,4,29,NULL,NULL,1,0,974,1266
10283,"2021-02-15 00:23:51",NULL,0,24,NULL,1,0,0,6,7,39,NULL,NULL,0,0,974,625
10284,"2021-02-15 00:23:51",NULL,0,6,NULL,1,0,0,7,3,8,NULL,NULL,0,0,974,1203
10285,"2021-02-15 00:23:51",NULL,0,18,NULL,2,0,0,1,5,34,NULL,NULL,1,0,974,1172
10286,"2021-02-15 00:23:51",NULL,0,23,NULL,2,0,0,2,7,38,NULL,NULL,1,1,974,1254
10287,"2021-02-15 00:23:51",NULL,0,6,NULL,2,0,0,3,2,11,NULL,NULL,0,0,974,1179
10288,"2021-02-15 00:23:51",NULL,0,19,NULL,2,0,2,4,2,31,NULL,NULL,0,2,974,558
10289,"2021-02-15 00:23:51",NULL,0,12,NULL,2,0,0,5,3,26,NULL,NULL,0,1,974,400
10290,"2021-02-15 00:23:51",NULL,0,12,NULL,2,0,0,6,2,17,NULL,NULL,1,0,974,1175
10291,"2021-02-15 00:23:51",NULL,0,18,NULL,2,0,0,7,5,22,NULL,NULL,1,0,974,1173
10292,"2021-02-15 00:23:53",NULL,0,18,NULL,1,0,1,1,13,10,NULL,NULL,2,0,975,1154
10293,"2021-02-15 00:23:53",NULL,0,18,NULL,1,0,0,2,4,22,NULL,NULL,0,0,975,1155
10294,"2021-02-15 00:23:53",NULL,0,24,NULL,1,1,0,3,9,31,NULL,NULL,1,1,975,422
10295,"2021-02-15 00:23:53",NULL,0,24,NULL,1,0,0,4,6,42,NULL,NULL,2,1,975,55
10296,"2021-02-15 00:23:53",NULL,0,18,NULL,1,0,0,5,7,14,NULL,NULL,1,0,975,841
10297,"2021-02-15 00:23:53",NULL,0,18,NULL,1,0,0,6,2,29,NULL,NULL,0,1,975,1273
10298,"2021-02-15 00:23:53",NULL,0,18,NULL,2,0,0,1,6,28,NULL,NULL,2,1,975,836
10299,"2021-02-15 00:23:53",NULL,0,18,NULL,2,0,0,2,7,30,NULL,NULL,0,0,975,494
10300,"2021-02-15 00:23:53",NULL,0,24,NULL,2,0,0,3,8,32,NULL,NULL,2,1,975,466
10301,"2021-02-15 00:23:53",NULL,0,24,NULL,2,0,0,4,11,22,NULL,NULL,3,0,975,502
10302,"2021-02-15 00:23:53",NULL,0,24,NULL,2,0,0,5,9,22,NULL,NULL,2,0,975,172
10303,"2021-02-15 00:23:53",NULL,0,12,NULL,2,0,0,6,2,13,NULL,NULL,0,0,975,214
10304,"2021-02-15 00:23:56",NULL,0,18,NULL,1,0,0,1,8,26,NULL,NULL,1,1,976,507
10305,"2021-02-15 00:23:56",NULL,0,24,NULL,1,0,0,2,10,34,NULL,NULL,2,1,976,1196
