pkey,created_on,last_updated_on,version,balls,fours,innings,maidens,no_balls,position,runs_0,runs,sixes,status,wickets,wide_balls,match_pkey,player_pkey
953,"2021-02-14 23:36:33",NULL,0,24,NULL,2,0,0,4,8,29,NULL,NULL,1,1,83,127
954,"2021-02-14 23:36:33",NULL,0,12,NULL,2,0,0,5,6,8,NULL,NULL,1,0,83,109
955,"2021-02-14 23:36:33",NULL,0,12,NULL,2,0,0,6,6,17,NULL,NULL,2,1,83,29
956,"2021-02-14 23:36:35",NULL,0,24,NULL,1,0,0,1,11,30,NULL,NULL,1,0,84,160
957,"2021-02-14 23:36:35",NULL,0,24,NULL,1,1,0,2,15,25,NULL,NULL,1,2,84,154
958,"2021-02-14 23:36:35",NULL,0,24,NULL,1,0,0,3,8,37,NULL,NULL,0,1,84,209
959,"2021-02-14 23:36:35",NULL,0,24,NULL,1,0,0,4,6,44,NULL,NULL,0,1,84,193
960,"2021-02-14 23:36:35",NULL,0,24,NULL,1,0,0,5,7,25,NULL,NULL,1,0,84,213
961,"2021-02-14 23:36:35",NULL,0,24,NULL,2,0,0,1,6,29,NULL,NULL,0,0,84,241
962,"2021-02-14 23:36:35",NULL,0,24,NULL,2,0,0,2,12,29,NULL,NULL,3,0,84,81
963,"2021-02-14 23:36:35",NULL,0,18,NULL,2,0,0,3,2,40,NULL,NULL,0,0,84,70
964,"2021-02-14 23:36:35",NULL,0,24,NULL,2,0,0,4,5,27,NULL,NULL,0,0,84,164
965,"2021-02-14 23:36:35",NULL,0,24,NULL,2,0,0,5,9,28,NULL,NULL,2,0,84,93
966,"2021-02-14 23:36:35",NULL,0,6,NULL,2,0,0,6,0,7,NULL,NULL,0,0,84,60
967,"2021-02-14 23:36:37",NULL,0,18,NULL,1,0,0,1,10,10,NULL,NULL,1,1,85,2
968,"2021-02-14 23:36:37",NULL,0,24,NULL,1,0,0,2,6,48,NULL,NULL,1,5,85,184
969,"2021-02-14 23:36:37",NULL,0,24,NULL,1,0,1,3,9,40,NULL,NULL,2,1,85,40
970,"2021-02-14 23:36:37",NULL,0,18,NULL,1,0,0,4,2,29,NULL,NULL,0,2,85,41
971,"2021-02-14 23:36:37",NULL,0,24,NULL,1,0,0,5,5,34,NULL,NULL,0,1,85,45
972,"2021-02-14 23:36:37",NULL,0,12,NULL,1,0,0,6,6,7,NULL,NULL,0,0,85,24
973,"2021-02-14 23:36:37",NULL,0,24,NULL,2,0,0,1,14,19,NULL,NULL,3,0,85,113
974,"2021-02-14 23:36:37",NULL,0,24,NULL,2,0,0,2,16,18,NULL,NULL,0,3,85,10
975,"2021-02-14 23:36:37",NULL,0,24,NULL,2,0,0,3,5,30,NULL,NULL,1,0,85,221
976,"2021-02-14 23:36:37",NULL,0,18,NULL,2,0,0,4,7,16,NULL,NULL,2,0,85,25
977,"2021-02-14 23:36:37",NULL,0,24,NULL,2,0,0,5,6,35,NULL,NULL,1,1,85,39
978,"2021-02-14 23:36:37",NULL,0,6,NULL,2,0,0,6,0,14,NULL,NULL,0,1,85,35
979,"2021-02-14 23:36:39",NULL,0,24,NULL,1,0,1,1,14,25,NULL,NULL,1,0,86,178
980,"2021-02-14 23:36:39",NULL,0,24,NULL,1,0,0,2,8,31,NULL,NULL,0,0,86,196
981,"2021-02-14 23:36:39",NULL,0,18,NULL,1,0,0,3,5,29,NULL,NULL,1,0,86,234
982,"2021-02-14 23:36:39",NULL,0,24,NULL,1,0,0,4,5,31,NULL,NULL,1,1,86,175
983,"2021-02-14 23:36:39",NULL,0,24,NULL,1,0,0,5,8,35,NULL,NULL,0,1,86,131
984,"2021-02-14 23:36:39",NULL,0,6,NULL,1,0,0,6,2,7,NULL,NULL,0,0,86,161
985,"2021-02-14 23:36:39",NULL,0,24,NULL,2,0,0,1,7,32,NULL,NULL,0,0,86,71
986,"2021-02-14 23:36:39",NULL,0,23,NULL,2,0,0,2,9,37,NULL,NULL,2,0,86,85
987,"2021-02-14 23:36:39",NULL,0,24,NULL,2,1,0,3,8,32,NULL,NULL,0,0,86,59
988,"2021-02-14 23:36:39",NULL,0,6,NULL,2,0,0,4,1,11,NULL,NULL,0,0,86,76
989,"2021-02-14 23:36:39",NULL,0,24,NULL,2,0,0,5,10,25,NULL,NULL,2,0,86,63
990,"2021-02-14 23:36:39",NULL,0,18,NULL,2,0,0,6,3,22,NULL,NULL,0,2,86,99
991,"2021-02-14 23:36:40",NULL,0,24,NULL,1,0,0,1,9,36,NULL,NULL,1,2,87,101
992,"2021-02-14 23:36:40",NULL,0,18,NULL,1,0,0,2,6,37,NULL,NULL,0,3,87,205
993,"2021-02-14 23:36:40",NULL,0,24,NULL,1,0,0,3,7,26,NULL,NULL,0,0,87,119
994,"2021-02-14 23:36:40",NULL,0,24,NULL,1,0,0,4,8,26,NULL,NULL,2,0,87,143
995,"2021-02-14 23:36:40",NULL,0,6,NULL,1,0,0,5,0,10,NULL,NULL,0,0,87,117
996,"2021-02-14 23:36:40",NULL,0,24,NULL,1,0,0,6,3,27,NULL,NULL,0,0,87,123
997,"2021-02-14 23:36:40",NULL,0,24,NULL,2,0,0,1,13,28,NULL,NULL,2,3,87,126
998,"2021-02-14 23:36:40",NULL,0,24,NULL,2,0,0,2,11,28,NULL,NULL,0,1,87,58
999,"2021-02-14 23:36:40",NULL,0,18,NULL,2,0,0,3,6,24,NULL,NULL,1,0,87,109
1000,"2021-02-14 23:36:40",NULL,0,24,NULL,2,0,0,4,4,35,NULL,NULL,1,0,87,191
1001,"2021-02-14 23:36:40",NULL,0,12,NULL,2,0,0,5,1,20,NULL,NULL,0,0,87,127
1002,"2021-02-14 23:36:40",NULL,0,16,NULL,2,0,0,6,2,31,NULL,NULL,1,0,87,29
1003,"2021-02-14 23:36:44",NULL,0,24,NULL,1,0,0,1,11,38,NULL,NULL,0,1,88,241
1004,"2021-02-14 23:36:44",NULL,0,24,NULL,1,0,0,2,5,42,NULL,NULL,1,0,88,81
1005,"2021-02-14 23:36:44",NULL,0,24,NULL,1,0,1,3,7,51,NULL,NULL,1,3,88,90
1006,"2021-02-14 23:36:44",NULL,0,24,NULL,1,0,0,4,8,25,NULL,NULL,0,0,88,164
1007,"2021-02-14 23:36:44",NULL,0,24,NULL,1,0,0,5,4,36,NULL,NULL,0,0,88,70
1008,"2021-02-14 23:36:44",NULL,0,24,NULL,2,0,0,1,10,17,NULL,NULL,2,0,88,113
1009,"2021-02-14 23:36:44",NULL,0,18,NULL,2,0,0,2,8,17,NULL,NULL,1,3,88,10
1010,"2021-02-14 23:36:44",NULL,0,18,NULL,2,0,0,3,9,24,NULL,NULL,1,0,88,32
1011,"2021-02-14 23:36:44",NULL,0,24,NULL,2,0,0,4,8,20,NULL,NULL,2,0,88,25
1012,"2021-02-14 23:36:44",NULL,0,24,NULL,2,0,0,5,13,12,NULL,NULL,1,0,88,39
1013,"2021-02-14 23:36:44",NULL,0,12,NULL,2,0,0,6,4,19,NULL,NULL,1,0,88,221
1014,"2021-02-14 23:36:46",NULL,0,24,NULL,1,0,0,1,13,19,NULL,NULL,2,0,89,71
1015,"2021-02-14 23:36:46",NULL,0,24,NULL,1,0,0,2,10,45,NULL,NULL,2,1,89,85
1016,"2021-02-14 23:36:46",NULL,0,24,NULL,1,0,0,3,7,29,NULL,NULL,0,0,89,67
1017,"2021-02-14 23:36:46",NULL,0,24,NULL,1,0,0,4,7,41,NULL,NULL,2,1,89,59
1018,"2021-02-14 23:36:46",NULL,0,24,NULL,1,0,0,5,10,30,NULL,NULL,0,0,89,63
1019,"2021-02-14 23:36:46",NULL,0,24,NULL,2,0,0,1,8,28,NULL,NULL,0,2,89,2
1020,"2021-02-14 23:36:46",NULL,0,18,NULL,2,0,0,2,11,18,NULL,NULL,1,0,89,184
1021,"2021-02-14 23:36:46",NULL,0,18,NULL,2,0,0,3,5,21,NULL,NULL,1,0,89,24
1022,"2021-02-14 23:36:46",NULL,0,12,NULL,2,0,0,4,4,10,NULL,NULL,1,1,89,40
1023,"2021-02-14 23:36:46",NULL,0,24,NULL,2,0,0,5,5,37,NULL,NULL,2,3,89,45
1024,"2021-02-14 23:36:46",NULL,0,18,NULL,2,0,0,6,8,25,NULL,NULL,2,0,89,41
1025,"2021-02-14 23:36:46",NULL,0,6,NULL,2,0,0,7,0,8,NULL,NULL,0,0,89,92
1026,"2021-02-14 23:36:48",NULL,0,24,NULL,1,0,0,1,14,19,NULL,NULL,3,3,90,178
1027,"2021-02-14 23:36:48",NULL,0,18,NULL,1,0,0,2,5,32,NULL,NULL,2,0,90,175
1028,"2021-02-14 23:36:48",NULL,0,24,NULL,1,0,0,3,9,30,NULL,NULL,1,1,90,234
1029,"2021-02-14 23:36:48",NULL,0,12,NULL,1,0,2,4,2,24,NULL,NULL,0,0,90,161
1030,"2021-02-14 23:36:48",NULL,0,24,NULL,1,0,0,5,4,31,NULL,NULL,1,2,90,196
1031,"2021-02-14 23:36:48",NULL,0,18,NULL,1,0,0,6,5,23,NULL,NULL,0,0,90,131
1032,"2021-02-14 23:36:48",NULL,0,24,NULL,2,0,0,1,9,28,NULL,NULL,1,0,90,126
1033,"2021-02-14 23:36:48",NULL,0,24,NULL,2,0,1,2,5,37,NULL,NULL,2,3,90,206
1034,"2021-02-14 23:36:48",NULL,0,24,NULL,2,0,0,3,10,33,NULL,NULL,2,0,90,58
1035,"2021-02-14 23:36:48",NULL,0,24,NULL,2,0,0,4,10,17,NULL,NULL,1,0,90,191
1036,"2021-02-14 23:36:48",NULL,0,24,NULL,2,0,0,5,8,32,NULL,NULL,1,0,90,109
1037,"2021-02-14 23:36:50",NULL,0,24,NULL,1,0,0,1,6,28,NULL,NULL,0,0,91,214
1038,"2021-02-14 23:36:50",NULL,0,24,NULL,1,0,0,2,6,45,NULL,NULL,2,0,91,160
1039,"2021-02-14 23:36:50",NULL,0,12,NULL,1,0,0,3,3,20,NULL,NULL,1,1,91,154
1040,"2021-02-14 23:36:50",NULL,0,18,NULL,1,0,0,4,6,29,NULL,NULL,0,2,91,213
1041,"2021-02-14 23:36:50",NULL,0,24,NULL,1,0,0,5,7,23,NULL,NULL,2,0,91,189
1042,"2021-02-14 23:36:50",NULL,0,18,NULL,1,0,0,6,5,20,NULL,NULL,1,2,91,209
1043,"2021-02-14 23:36:50",NULL,0,24,NULL,2,0,0,1,12,22,NULL,NULL,0,3,91,113
1044,"2021-02-14 23:36:50",NULL,0,24,NULL,2,0,0,2,14,21,NULL,NULL,0,0,91,10
1045,"2021-02-14 23:36:50",NULL,0,18,NULL,2,0,0,3,8,35,NULL,NULL,1,1,91,39
1046,"2021-02-14 23:36:50",NULL,0,12,NULL,2,0,0,4,4,14,NULL,NULL,0,1,91,221
1047,"2021-02-14 23:36:50",NULL,0,18,NULL,2,0,0,5,2,44,NULL,NULL,0,1,91,32
1048,"2021-02-14 23:36:50",NULL,0,24,NULL,2,0,0,6,6,38,NULL,NULL,0,0,91,25
1049,"2021-02-14 23:36:52",NULL,0,24,NULL,1,0,0,1,10,32,NULL,NULL,1,1,92,101
1050,"2021-02-14 23:36:52",NULL,0,24,NULL,1,0,0,2,8,51,NULL,NULL,1,3,92,48
1051,"2021-02-14 23:36:52",NULL,0,24,NULL,1,0,0,3,12,22,NULL,NULL,1,1,92,119
1052,"2021-02-14 23:36:52",NULL,0,24,NULL,1,0,0,4,11,23,NULL,NULL,0,0,92,143
1053,"2021-02-14 23:36:52",NULL,0,24,NULL,1,0,0,5,13,18,NULL,NULL,2,0,92,123
1054,"2021-02-14 23:36:52",NULL,0,17,NULL,2,0,0,1,6,24,NULL,NULL,0,0,92,238
1055,"2021-02-14 23:36:52",NULL,0,18,NULL,2,0,0,2,10,28,NULL,NULL,0,0,92,241
1056,"2021-02-14 23:36:52",NULL,0,12,NULL,2,0,0,3,2,30,NULL,NULL,0,0,92,81
1057,"2021-02-14 23:36:52",NULL,0,12,NULL,2,0,0,4,5,15,NULL,NULL,0,0,92,90
1058,"2021-02-14 23:36:52",NULL,0,24,NULL,2,0,0,5,10,23,NULL,NULL,1,0,92,164
1059,"2021-02-14 23:36:52",NULL,0,18,NULL,2,0,0,6,9,24,NULL,NULL,1,0,92,80
1060,"2021-02-14 23:36:53",NULL,0,18,NULL,1,0,0,1,7,25,NULL,NULL,0,0,93,25
1061,"2021-02-14 23:36:53",NULL,0,24,NULL,1,0,0,2,12,26,NULL,NULL,4,4,93,113
1062,"2021-02-14 23:36:53",NULL,0,18,NULL,1,0,0,3,4,43,NULL,NULL,0,2,93,221
1063,"2021-02-14 23:36:53",NULL,0,24,NULL,1,0,0,4,6,30,NULL,NULL,0,0,93,10
1064,"2021-02-14 23:36:53",NULL,0,24,NULL,1,0,2,5,9,34,NULL,NULL,2,1,93,39
1065,"2021-02-14 23:36:53",NULL,0,12,NULL,1,0,0,6,3,18,NULL,NULL,0,0,93,218
1066,"2021-02-14 23:36:53",NULL,0,22,NULL,2,0,0,1,8,38,NULL,NULL,0,1,93,178
1067,"2021-02-14 23:36:53",NULL,0,24,NULL,2,0,0,2,5,32,NULL,NULL,1,1,93,196
1068,"2021-02-14 23:36:53",NULL,0,24,NULL,2,0,0,3,8,32,NULL,NULL,1,3,93,234
1069,"2021-02-14 23:36:53",NULL,0,24,NULL,2,0,0,4,8,46,NULL,NULL,0,1,93,175
1070,"2021-02-14 23:36:53",NULL,0,24,NULL,2,0,1,5,8,30,NULL,NULL,1,5,93,131
1071,"2021-02-14 23:36:55",NULL,0,24,NULL,1,0,0,1,9,39,NULL,NULL,1,2,94,206
1072,"2021-02-14 23:36:55",NULL,0,24,NULL,1,1,1,2,12,33,NULL,NULL,1,1,94,126
1073,"2021-02-14 23:36:55",NULL,0,24,NULL,1,0,0,3,5,23,NULL,NULL,0,0,94,109
1074,"2021-02-14 23:36:55",NULL,0,24,NULL,1,0,0,4,10,44,NULL,NULL,2,0,94,58
1075,"2021-02-14 23:36:55",NULL,0,18,NULL,1,0,0,5,5,30,NULL,NULL,0,0,94,191
1076,"2021-02-14 23:36:55",NULL,0,6,NULL,1,0,0,6,1,10,NULL,NULL,0,0,94,29
1077,"2021-02-14 23:36:55",NULL,0,24,NULL,2,1,0,1,10,18,NULL,NULL,2,0,94,2
1078,"2021-02-14 23:36:55",NULL,0,24,NULL,2,0,0,2,10,35,NULL,NULL,1,1,94,184
1079,"2021-02-14 23:36:55",NULL,0,24,NULL,2,0,0,3,5,39,NULL,NULL,1,0,94,40
1080,"2021-02-14 23:36:55",NULL,0,11,NULL,2,0,0,4,0,35,NULL,NULL,0,1,94,24
1081,"2021-02-14 23:36:55",NULL,0,18,NULL,2,0,0,5,3,34,NULL,NULL,0,0,94,45
1082,"2021-02-14 23:36:55",NULL,0,18,NULL,2,0,0,6,4,23,NULL,NULL,1,1,94,41
1083,"2021-02-14 23:36:57",NULL,0,24,NULL,1,0,0,1,6,27,NULL,NULL,0,0,95,71
1084,"2021-02-14 23:36:57",NULL,0,24,NULL,1,0,0,2,5,46,NULL,NULL,1,0,95,73
1085,"2021-02-14 23:36:57",NULL,0,24,NULL,1,0,1,3,9,40,NULL,NULL,2,0,95,59
1086,"2021-02-14 23:36:57",NULL,0,24,NULL,1,0,0,4,13,20,NULL,NULL,1,0,95,99
1087,"2021-02-14 23:36:57",NULL,0,24,NULL,1,0,0,5,9,28,NULL,NULL,1,0,95,63
1088,"2021-02-14 23:36:57",NULL,0,24,NULL,2,0,0,1,13,28,NULL,NULL,1,0,95,241
1089,"2021-02-14 23:36:57",NULL,0,18,NULL,2,0,0,2,6,34,NULL,NULL,1,1,95,80
1090,"2021-02-14 23:36:57",NULL,0,24,NULL,2,0,0,3,7,32,NULL,NULL,1,0,95,164
1091,"2021-02-14 23:36:57",NULL,0,12,NULL,2,0,1,4,3,29,NULL,NULL,0,0,95,90
1092,"2021-02-14 23:36:57",NULL,0,24,NULL,2,0,0,5,13,15,NULL,NULL,3,0,95,96
1093,"2021-02-14 23:36:57",NULL,0,18,NULL,2,0,0,6,5,18,NULL,NULL,0,1,95,64
1094,"2021-02-14 23:36:59",NULL,0,24,NULL,1,0,0,1,9,24,NULL,NULL,0,0,96,214
1095,"2021-02-14 23:36:59",NULL,0,24,NULL,1,0,0,2,12,30,NULL,NULL,2,0,96,160
1096,"2021-02-14 23:36:59",NULL,0,18,NULL,1,0,0,3,8,35,NULL,NULL,2,1,96,154
1097,"2021-02-14 23:36:59",NULL,0,18,NULL,1,0,0,4,6,32,NULL,NULL,1,0,96,209
1098,"2021-02-14 23:36:59",NULL,0,18,NULL,1,0,0,5,7,28,NULL,NULL,0,0,96,189
1099,"2021-02-14 23:36:59",NULL,0,6,NULL,1,0,0,6,2,9,NULL,NULL,0,0,96,87
1100,"2021-02-14 23:36:59",NULL,0,12,NULL,1,0,0,7,5,12,NULL,NULL,1,0,96,213
1101,"2021-02-14 23:36:59",NULL,0,24,NULL,2,0,0,1,6,48,NULL,NULL,0,1,96,101
1102,"2021-02-14 23:36:59",NULL,0,12,NULL,2,0,0,2,5,12,NULL,NULL,0,0,96,143
1103,"2021-02-14 23:36:59",NULL,0,24,NULL,2,0,0,3,12,24,NULL,NULL,3,1,96,119
1104,"2021-02-14 23:36:59",NULL,0,24,NULL,2,0,0,4,9,33,NULL,NULL,0,0,96,48
1105,"2021-02-14 23:36:59",NULL,0,12,NULL,2,0,0,5,3,26,NULL,NULL,0,2,96,117
1106,"2021-02-14 23:36:59",NULL,0,24,NULL,2,0,0,6,9,33,NULL,NULL,2,0,96,123
1107,"2021-02-14 23:37:01",NULL,0,24,NULL,1,0,0,1,11,20,NULL,NULL,1,0,97,178
1108,"2021-02-14 23:37:01",NULL,0,6,NULL,1,0,0,2,2,8,NULL,NULL,0,0,97,176
1109,"2021-02-14 23:37:01",NULL,0,24,NULL,1,0,0,3,11,35,NULL,NULL,1,1,97,234
1110,"2021-02-14 23:37:01",NULL,0,18,NULL,1,0,0,4,4,27,NULL,NULL,0,0,97,161
1111,"2021-02-14 23:37:01",NULL,0,24,NULL,1,0,0,5,12,14,NULL,NULL,1,0,97,196
1112,"2021-02-14 23:37:01",NULL,0,24,NULL,1,0,1,6,11,18,NULL,NULL,1,0,97,131
1113,"2021-02-14 23:37:01",NULL,0,24,NULL,2,1,0,1,17,18,NULL,NULL,2,0,97,2
1114,"2021-02-14 23:37:01",NULL,0,24,NULL,2,0,0,2,14,19,NULL,NULL,1,0,97,202
1115,"2021-02-14 23:37:01",NULL,0,9,NULL,2,0,0,3,2,11,NULL,NULL,0,0,97,24
1116,"2021-02-14 23:37:01",NULL,0,24,NULL,2,0,0,4,8,34,NULL,NULL,0,1,97,40
1117,"2021-02-14 23:37:01",NULL,0,6,NULL,2,0,0,5,2,6,NULL,NULL,0,0,97,184
1118,"2021-02-14 23:37:01",NULL,0,18,NULL,2,0,0,6,5,32,NULL,NULL,0,0,97,92
1119,"2021-02-14 23:37:04",NULL,0,24,NULL,1,0,0,1,5,31,NULL,NULL,1,0,98,214
1120,"2021-02-14 23:37:04",NULL,0,24,NULL,1,0,0,2,12,28,NULL,NULL,2,2,98,160
1121,"2021-02-14 23:37:04",NULL,0,18,NULL,1,0,0,3,4,30,NULL,NULL,0,0,98,154
1122,"2021-02-14 23:37:04",NULL,0,12,NULL,1,0,0,4,4,17,NULL,NULL,1,0,98,211
1123,"2021-02-14 23:37:04",NULL,0,24,NULL,1,0,0,5,5,33,NULL,NULL,1,1,98,189
1124,"2021-02-14 23:37:04",NULL,0,18,NULL,1,0,0,6,5,24,NULL,NULL,0,0,98,213
1125,"2021-02-14 23:37:04",NULL,0,24,NULL,2,0,1,1,11,30,NULL,NULL,0,1,98,208
1126,"2021-02-14 23:37:04",NULL,0,24,NULL,2,0,0,2,9,27,NULL,NULL,2,1,98,126
1127,"2021-02-14 23:37:04",NULL,0,24,NULL,2,0,0,3,8,27,NULL,NULL,1,0,98,109
1128,"2021-02-14 23:37:04",NULL,0,12,NULL,2,0,0,4,2,41,NULL,NULL,0,1,98,206
1129,"2021-02-14 23:37:04",NULL,0,24,NULL,2,0,0,5,9,27,NULL,NULL,1,1,98,191
1130,"2021-02-14 23:37:04",NULL,0,6,NULL,2,0,0,6,2,14,NULL,NULL,0,1,98,29
1131,"2021-02-14 23:37:06",NULL,0,24,NULL,1,1,0,1,15,16,NULL,NULL,0,1,99,113
1132,"2021-02-14 23:37:06",NULL,0,24,NULL,1,2,0,2,16,8,NULL,NULL,3,0,99,32
1133,"2021-02-14 23:37:06",NULL,0,18,NULL,1,0,0,3,11,23,NULL,NULL,1,0,99,10
1134,"2021-02-14 23:37:06",NULL,0,6,NULL,1,0,0,4,3,6,NULL,NULL,0,0,99,221
1135,"2021-02-14 23:37:06",NULL,0,24,NULL,1,0,0,5,13,15,NULL,NULL,2,0,99,39
1136,"2021-02-14 23:37:06",NULL,0,24,NULL,1,1,0,6,14,14,NULL,NULL,1,0,99,25
1137,"2021-02-14 23:37:06",NULL,0,18,NULL,2,0,0,1,9,18,NULL,NULL,0,1,99,241
1138,"2021-02-14 23:37:06",NULL,0,15,NULL,2,0,0,2,5,20,NULL,NULL,0,1,99,81
1139,"2021-02-14 23:37:06",NULL,0,24,NULL,2,0,0,3,11,28,NULL,NULL,0,0,99,164
1140,"2021-02-14 23:37:06",NULL,0,24,NULL,2,0,0,4,14,17,NULL,NULL,1,1,99,96
1141,"2021-02-14 23:37:08",NULL,0,24,NULL,1,0,0,1,8,31,NULL,NULL,0,0,100,71
1142,"2021-02-14 23:37:08",NULL,0,24,NULL,1,0,0,2,11,33,NULL,NULL,3,2,100,242
1143,"2021-02-14 23:37:08",NULL,0,18,NULL,1,0,0,3,8,15,NULL,NULL,1,0,100,99
1144,"2021-02-14 23:37:08",NULL,0,24,NULL,1,0,0,4,5,46,NULL,NULL,0,1,100,59
1145,"2021-02-14 23:37:08",NULL,0,24,NULL,1,0,0,5,9,20,NULL,NULL,1,0,100,63
1146,"2021-02-14 23:37:08",NULL,0,6,NULL,1,0,0,6,0,9,NULL,NULL,0,0,100,67
1147,"2021-02-14 23:37:08",NULL,0,24,NULL,2,0,0,1,16,21,NULL,NULL,2,1,100,178
1148,"2021-02-14 23:37:08",NULL,0,6,NULL,2,0,0,2,4,11,NULL,NULL,0,1,100,176
1149,"2021-02-14 23:37:08",NULL,0,19,NULL,2,0,0,3,7,42,NULL,NULL,0,2,100,234
1150,"2021-02-14 23:37:08",NULL,0,12,NULL,2,0,0,4,5,24,NULL,NULL,0,1,100,161
1151,"2021-02-14 23:37:08",NULL,0,24,NULL,2,0,0,5,7,32,NULL,NULL,0,0,100,196
1152,"2021-02-14 23:37:08",NULL,0,24,NULL,2,0,0,6,6,25,NULL,NULL,0,0,100,131
1153,"2021-02-14 23:37:10",NULL,0,24,NULL,1,1,0,1,17,18,NULL,NULL,4,1,101,101
1154,"2021-02-14 23:37:10",NULL,0,24,NULL,1,0,0,2,13,25,NULL,NULL,2,0,101,119
1155,"2021-02-14 23:37:10",NULL,0,18,NULL,1,0,0,3,8,16,NULL,NULL,0,1,101,143
1156,"2021-02-14 23:37:10",NULL,0,24,NULL,1,0,0,4,13,22,NULL,NULL,2,0,101,123
1157,"2021-02-14 23:37:10",NULL,0,24,NULL,1,0,0,5,14,25,NULL,NULL,1,3,101,48
1158,"2021-02-14 23:37:10",NULL,0,6,NULL,1,0,0,6,2,4,NULL,NULL,0,0,101,117
1159,"2021-02-14 23:37:10",NULL,0,24,NULL,2,0,0,1,11,34,NULL,NULL,0,0,101,2
1160,"2021-02-14 23:37:10",NULL,0,12,NULL,2,0,0,2,7,17,NULL,NULL,0,0,101,202
1161,"2021-02-14 23:37:10",NULL,0,18,NULL,2,0,0,3,6,22,NULL,NULL,0,0,101,36
1162,"2021-02-14 23:37:10",NULL,0,14,NULL,2,0,0,4,4,26,NULL,NULL,0,0,101,40
1163,"2021-02-14 23:37:10",NULL,0,6,NULL,2,0,0,5,1,15,NULL,NULL,0,0,101,24
1164,"2021-02-14 23:37:12",NULL,0,24,NULL,1,0,0,1,10,40,NULL,NULL,0,1,102,206
1165,"2021-02-14 23:37:12",NULL,0,24,NULL,1,0,0,2,9,27,NULL,NULL,2,0,102,58
1166,"2021-02-14 23:37:12",NULL,0,24,NULL,1,0,0,3,10,33,NULL,NULL,2,2,102,126
1167,"2021-02-14 23:37:12",NULL,0,6,NULL,1,0,0,4,3,7,NULL,NULL,0,0,102,109
1168,"2021-02-14 23:37:12",NULL,0,24,NULL,1,0,0,5,9,41,NULL,NULL,2,2,102,29
1169,"2021-02-14 23:37:12",NULL,0,18,NULL,1,0,0,6,2,45,NULL,NULL,0,0,102,191
1170,"2021-02-14 23:37:12",NULL,0,24,NULL,2,0,0,1,16,17,NULL,NULL,3,0,102,241
1171,"2021-02-14 23:37:12",NULL,0,12,NULL,2,0,2,2,4,19,NULL,NULL,0,1,102,81
1172,"2021-02-14 23:37:12",NULL,0,12,NULL,2,0,0,3,7,11,NULL,NULL,0,0,102,70
1173,"2021-02-14 23:37:12",NULL,0,24,NULL,2,0,0,4,8,30,NULL,NULL,1,0,102,96
1174,"2021-02-14 23:37:12",NULL,0,24,NULL,2,0,0,5,4,37,NULL,NULL,0,1,102,93
1175,"2021-02-14 23:37:12",NULL,0,24,NULL,2,0,0,6,9,20,NULL,NULL,5,1,102,164
1176,"2021-02-14 23:37:14",NULL,0,24,NULL,1,0,0,1,10,29,NULL,NULL,2,1,103,71
1177,"2021-02-14 23:37:14",NULL,0,24,NULL,1,0,0,2,7,31,NULL,NULL,0,0,103,85
1178,"2021-02-14 23:37:14",NULL,0,24,NULL,1,0,0,3,6,27,NULL,NULL,2,2,103,242
1179,"2021-02-14 23:37:14",NULL,0,24,NULL,1,0,0,4,15,14,NULL,NULL,2,0,103,63
1180,"2021-02-14 23:37:14",NULL,0,24,NULL,1,0,0,5,10,23,NULL,NULL,0,2,103,59
1181,"2021-02-14 23:37:14",NULL,0,24,NULL,2,0,0,1,11,34,NULL,NULL,1,1,103,160
1182,"2021-02-14 23:37:14",NULL,0,23,NULL,2,0,0,2,9,23,NULL,NULL,3,1,103,154
1183,"2021-02-14 23:37:14",NULL,0,24,NULL,2,0,0,3,12,27,NULL,NULL,1,0,103,189
1184,"2021-02-14 23:37:14",NULL,0,24,NULL,2,0,0,4,14,13,NULL,NULL,1,0,103,213
1185,"2021-02-14 23:37:14",NULL,0,24,NULL,2,0,0,5,12,17,NULL,NULL,3,2,103,209
1186,"2021-02-14 23:37:16",NULL,0,24,NULL,1,0,0,1,9,31,NULL,NULL,2,0,104,2
1187,"2021-02-14 23:37:16",NULL,0,12,NULL,1,0,1,2,4,20,NULL,NULL,0,3,104,31
1188,"2021-02-14 23:37:16",NULL,0,18,NULL,1,0,1,3,6,19,NULL,NULL,3,2,104,184
1189,"2021-02-14 23:37:16",NULL,0,24,NULL,1,0,0,4,7,23,NULL,NULL,1,0,104,51
1190,"2021-02-14 23:37:16",NULL,0,24,NULL,1,0,0,5,7,30,NULL,NULL,0,0,104,36
1191,"2021-02-14 23:37:16",NULL,0,18,NULL,1,0,0,6,4,20,NULL,NULL,0,0,104,24
1192,"2021-02-14 23:37:16",NULL,0,24,NULL,2,0,0,1,8,27,NULL,NULL,0,0,104,25
1193,"2021-02-14 23:37:16",NULL,0,22,NULL,2,0,0,2,10,36,NULL,NULL,1,1,104,113
1194,"2021-02-14 23:37:16",NULL,0,12,NULL,2,0,0,3,3,29,NULL,NULL,0,0,104,32
1195,"2021-02-14 23:37:16",NULL,0,24,NULL,2,0,0,4,7,21,NULL,NULL,1,0,104,39
1196,"2021-02-14 23:37:16",NULL,0,12,NULL,2,0,0,5,3,17,NULL,NULL,0,0,104,12
1197,"2021-02-14 23:37:16",NULL,0,18,NULL,2,0,0,6,10,19,NULL,NULL,0,0,104,10
